Venue,Borough,Venue Category,Group,Venue Latitude,Venue Longitude,BoroughLocation
Regency Cafe,Westminster,Café,Eating out,51.49389527652026,-0.13231140771600738,"[51.4973, -0.1372]"
The Goring Hotel,Westminster,Hotel,Other,51.497441616066816,-0.1457236682511822,"[51.4973, -0.1372]"
Whittard of Chelsea,Westminster,Tea Room,Eating out,51.498496300499156,-0.14351468011255317,"[51.4973, -0.1372]"
Executive Lounge,Lambeth,Hotel Bar,Going out,51.500790779557015,-0.11719472433428284,"[51.4607, -0.1163]"
Tate Britain,Westminster,Art Museum,Entertainment,51.49119040859932,-0.12787195475539193,"[51.4973, -0.1372]"
Four Corners,Lambeth,Café,Eating out,51.50042544028603,-0.11365986202011345,"[51.4607, -0.1163]"
Po Cha,Lambeth,Korean Restaurant,Eating out,51.501035374354274,-0.11221337896275424,"[51.4607, -0.1163]"
The Travel Cafe,Lambeth,Café,Eating out,51.49970539325881,-0.11413582921274207,"[51.4607, -0.1163]"
Coleman Coffee Roasters,Lambeth,Coffee Shop,Eating out,51.500636,-0.112947,"[51.4607, -0.1163]"
Brasserie Blanc,Lambeth,French Restaurant,Eating out,51.50580044075621,-0.1151077287549722,"[51.4607, -0.1163]"
Scooter Caffè,Lambeth,Bar,Going out,51.50039,-0.113746,"[51.4607, -0.1163]"
Pret A Manger,Lambeth,Sandwich Place,Eating out,51.49927440585381,-0.11321207835621357,"[51.4607, -0.1163]"
Newport Street Gallery,Lambeth,Art Gallery,Entertainment,51.493466071643546,-0.1170402521691333,"[51.4607, -0.1163]"
The Vaults Theatre,Lambeth,Indie Theater,Entertainment,51.50111835043804,-0.11295318603515625,"[51.4607, -0.1163]"
Marlin Waterloo,Lambeth,Hotel,Other,51.49893758174742,-0.11361672352903467,"[51.4607, -0.1163]"
Newdlez Pad Thai,Lambeth,Food Truck,Eating out,51.50122190768591,-0.1118912330437757,"[51.4607, -0.1163]"
Lower Marsh Market,Lambeth,Farmers Market,Groceries,51.50119007552642,-0.11206719931239201,"[51.4607, -0.1163]"
Vaulty Towers,Lambeth,Bar,Going out,51.5011883188609,-0.11190893852238705,"[51.4607, -0.1163]"
Waterloo Body Station,Lambeth,Massage Studio,Other,51.501168069152214,-0.11211816567569102,"[51.4607, -0.1163]"
The King's Arms,Lambeth,Pub,Going out,51.504460819381706,-0.10906982155737777,"[51.4607, -0.1163]"
Imperial War Museum,Southwark,History Museum,Entertainment,51.49598474204294,-0.10864157985065033,"[51.5035, -0.0804]"
balance,Lambeth,Coffee Shop,Eating out,51.50140550054419,-0.11117937855521963,"[51.4607, -0.1163]"
HQS Wellington,Westminster,Boat or Ferry,Public Transport,51.51067924940085,-0.11221419859319487,"[51.4973, -0.1372]"
Chunnel Bar,Lambeth,Italian Restaurant,Eating out,51.5003012580329,-0.11382620924425668,"[51.4607, -0.1163]"
Byron,Lambeth,Burger Joint,Eating out,51.50309330399268,-0.10682139938830915,"[51.4607, -0.1163]"
Baltic,Southwark,Eastern European Restaurant,Eating out,51.503309,-0.10476,"[51.5035, -0.0804]"
Freud,Camden,Cocktail Bar,Going out,51.51541620739732,-0.12686848640441895,"[51.529, -0.1255]"
Punjab,Camden,Indian Restaurant,Eating out,51.515065633626726,-0.12680893288408193,"[51.529, -0.1255]"
FCB Coffee,City of London,Coffee Shop,Eating out,51.50857847937478,-0.10281580935644521,"[51.5155, -0.0922]"
Tate Modern,Southwark,Art Museum,Entertainment,51.50770408386703,-0.0994563102722168,"[51.5035, -0.0804]"
Blavatnik Building,Southwark,Art Museum,Entertainment,51.50744699059763,-0.09992837905883789,"[51.5035, -0.0804]"
Tate Modern Viewing Level,Southwark,Scenic Lookout,Other,51.50740275665009,-0.10011179066153776,"[51.5035, -0.0804]"
M&S Simply Food,Southwark,Grocery Store,Shopping,51.50551705,-0.09804702,"[51.5035, -0.0804]"
Bankside Beach,Southwark,Beach,Green spaces,51.50840857876848,-0.10007858276367188,"[51.5035, -0.0804]"
citizenM London Bankside,Southwark,Hotel,Other,51.50535532261846,-0.09824182736111206,"[51.5035, -0.0804]"
Founder's Arms,Southwark,Pub,Going out,51.5085630390231,-0.10133310079708491,"[51.5035, -0.0804]"
Shakespeare's Globe Theatre,Southwark,Theater,Entertainment,51.508099,-0.09715,"[51.5035, -0.0804]"
Caravan Bankside,Southwark,Modern European Restaurant,Eating out,51.50453327171197,-0.09691316619897597,"[51.5035, -0.0804]"
Alchemy,City of London,Coffee Shop,Eating out,51.51346634095393,-0.10268671563742088,"[51.5155, -0.0922]"
City of London Distillery,City of London,Distillery,Other,51.51398752927309,-0.10488527018294462,"[51.5155, -0.0922]"
Crossfit Gym Central London,Southwark,Gym / Fitness Center,Health and Sports,51.50397171528993,-0.09911393853303388,"[51.5035, -0.0804]"
JOE & THE JUICE,Southwark,Juice Bar,Going out,51.50568753450149,-0.09927709770263562,"[51.5035, -0.0804]"
Stationers' Hall,City of London,Event Space,Health and Sports,51.51429151970341,-0.10148728339796034,"[51.5155, -0.0922]"
Casa do Frango,Southwark,Portuguese Restaurant,Eating out,51.504752,-0.092908,"[51.5035, -0.0804]"
Monmouth Coffee Company,Southwark,Coffee Shop,Eating out,51.505536,-0.09148,"[51.5035, -0.0804]"
Neal's Yard Dairy,Southwark,Cheese Shop,Shopping,51.50543821400243,-0.09147352390458788,"[51.5035, -0.0804]"
Jubilee Walkway,Southwark,Pedestrian Plaza,Other,51.507733894903836,-0.09382427423980225,"[51.5035, -0.0804]"
M&S Simply Food,City of London,Grocery Store,Shopping,51.51358969,-0.09529666,"[51.5155, -0.0922]"
The Courtauld Gallery,Westminster,Art Museum,Entertainment,51.5115843854343,-0.11755949510958881,"[51.4973, -0.1372]"
Pilpel,City of London,Falafel Restaurant,Eating out,51.51519526381051,-0.09846207739921972,"[51.5155, -0.0922]"
One New Change Rooftop,City of London,Roof Deck,Other,51.51391176437131,-0.09577454922475599,"[51.5155, -0.0922]"
Rosslyn,City of London,Coffee Shop,Eating out,51.51257394102631,-0.09338110685348511,"[51.5155, -0.0922]"
Borough Market,Southwark,Farmers Market,Groceries,51.50549493508737,-0.09051835613656832,"[51.5035, -0.0804]"
Terry's Cafe,Southwark,Café,Eating out,51.500715,-0.098314,"[51.5035, -0.0804]"
Wright Brothers Oyster & Porter House,Southwark,Seafood Restaurant,Eating out,51.505662,-0.091577,"[51.5035, -0.0804]"
Richard Haward's Oysters,Southwark,Seafood Restaurant,Eating out,51.50541222968203,-0.0910470950642226,"[51.5035, -0.0804]"
The Merchant House,City of London,Cocktail Bar,Going out,51.513264,-0.093039,"[51.5155, -0.0922]"
La Tua Pasta,Southwark,Italian Restaurant,Eating out,51.50566664207693,-0.09095830467525759,"[51.5035, -0.0804]"
Porteña,Southwark,Empanada Restaurant,Eating out,51.50540875418928,-0.09100416010614616,"[51.5035, -0.0804]"
American Bar,Westminster,Cocktail Bar,Going out,51.510117915487264,-0.11980268175086191,"[51.4973, -0.1372]"
Host,City of London,Coffee Shop,Eating out,51.51262873320867,-0.09321063204672514,"[51.5155, -0.0922]"
Kappacasein Dairy,Southwark,Food Stand,Eating out,51.504945715828725,-0.09067715776791353,"[51.5035, -0.0804]"
Mercato Metropolitano,Southwark,Street Food Gathering,Eating out,51.498318,-0.098162144,"[51.5035, -0.0804]"
Padella,Southwark,Italian Restaurant,Eating out,51.50507754661503,-0.0897817219098917,"[51.5035, -0.0804]"
Porterford Butchers,City of London,Butcher,Groceries,51.51303235326847,-0.09373702135804958,"[51.5155, -0.0922]"
Honest Burgers,Southwark,Burger Joint,Eating out,51.5046220503119,-0.09106352175581378,"[51.5035, -0.0804]"
Elpiniki Cypriot Kitchen,Southwark,Mediterranean Restaurant,Eating out,51.50560274340781,-0.09081795608121829,"[51.5035, -0.0804]"
Gabriel's Wharf,Lambeth,Plaza,Other,51.50789743346989,-0.11010599322708102,"[51.4607, -0.1163]"
Boot & Flogger,Southwark,Wine Bar,Going out,51.50419031536338,-0.09335351658386874,"[51.5035, -0.0804]"
Gelateria 3BIS,Southwark,Ice Cream Shop,Eating out,51.505437,-0.091528,"[51.5035, -0.0804]"
Nyokee,City of London,Café,Eating out,51.51199079852908,-0.09371891479045343,"[51.5155, -0.0922]"
Flor,Southwark,Wine Bar,Going out,51.505171,-0.089677,"[51.5035, -0.0804]"
Southwark Playhouse,Southwark,Theater,Entertainment,51.4977793456688,-0.09860250077684411,"[51.5035, -0.0804]"
Aësop,Southwark,Cosmetics Shop,Shopping,51.505345198725486,-0.09168218209088082,"[51.5035, -0.0804]"
Victoria Embankment Gardens,Westminster,Park,Green spaces,51.508135223356234,-0.12207889450158034,"[51.4973, -0.1372]"
One Aldwych Hotel,Westminster,Hotel,Other,51.51180707,-0.11936785,"[51.4973, -0.1372]"
Bread Ahead,Southwark,Bakery,Groceries,51.505254126023836,-0.09036764881093769,"[51.5035, -0.0804]"
Scotchtails,Southwark,Food Truck,Eating out,51.50543333187404,-0.09063858705168716,"[51.5035, -0.0804]"
"Theatre Royal, Drury Lane",Westminster,Theater,Entertainment,51.513066778067355,-0.12030367354297458,"[51.4973, -0.1372]"
Rabot 1745,Southwark,Restaurant,Eating out,51.50542421885417,-0.08986669746066742,"[51.5035, -0.0804]"
The Winemakers Club,City of London,Wine Bar,Going out,51.517156743275265,-0.10505667843648198,"[51.5155, -0.0922]"
Ye Olde Mitre,Camden,Pub,Going out,51.51835685589942,-0.10751487670381721,"[51.529, -0.1255]"
The Ned Hotel,City of London,Hotel,Other,51.51375523989037,-0.09006653956021182,"[51.5155, -0.0922]"
Postman's Park,City of London,Park,Green spaces,51.51685979391399,-0.09764256711433734,"[51.5155, -0.0922]"
The Old Bank of England,Westminster,Pub,Going out,51.513869805217325,-0.11149069646720425,"[51.4973, -0.1372]"
Oriole,City of London,Bar,Going out,51.51890435770055,-0.10267230860740448,"[51.5155, -0.0922]"
Coco di Mama,City of London,Italian Restaurant,Eating out,51.51422738173293,-0.10540321888831732,"[51.5155, -0.0922]"
Bounce,City of London,Sports Bar,Going out,51.517779982176265,-0.10842972449684715,"[51.5155, -0.0922]"
Christ Church Greyfriars Garden,City of London,Garden,Green spaces,51.51566979481579,-0.09875984044493062,"[51.5155, -0.0922]"
Virgin Active,City of London,Gym / Fitness Center,Health and Sports,51.517951574944,-0.09765118360519409,"[51.5155, -0.0922]"
Gymbox,Camden,Gym / Fitness Center,Health and Sports,51.51896860658724,-0.10897239724763301,"[51.529, -0.1255]"
WeWork Waterhouse Sq,Camden,Coworking Space,Health and Sports,51.5183815,-0.1102311,"[51.529, -0.1255]"
Dukan 41,Camden,Falafel Restaurant,Eating out,51.51921125373849,-0.10904045683394921,"[51.529, -0.1255]"
Scotch Malt Whisky Society,Camden,Whisky Bar,Going out,51.519444,-0.106879,"[51.529, -0.1255]"
Department of Coffee and Social Affairs,Camden,Coffee Shop,Eating out,51.519318453916654,-0.10918546578955386,"[51.529, -0.1255]"
Leather Lane Market,Camden,Flea Market,Groceries,51.520241,-0.109463,"[51.529, -0.1255]"
Catalyst Cafe,Camden,Coffee Shop,Eating out,51.51970450319043,-0.11205158537687254,"[51.529, -0.1255]"
Half Cup,City of London,Café,Eating out,51.518015,-0.098654,"[51.5155, -0.0922]"
Ten Health & Fitness - Hatton Garden,Camden,Gym / Fitness Center,Health and Sports,51.52009557283716,-0.10836792241238687,"[51.529, -0.1255]"
St Bartholomew the Great (St Bartholomew-the-Great),City of London,Church,Other,51.51863075215108,-0.09989039472471607,"[51.5155, -0.0922]"
SUSHISAMBA,Westminster,Sushi Restaurant,Eating out,51.512232067758305,-0.12237087210280448,"[51.4973, -0.1372]"
Dartbrooke Coffee,City of London,Coffee Shop,Eating out,51.518154,-0.10897916,"[51.5155, -0.0922]"
Prufrock Coffee,Camden,Coffee Shop,Eating out,51.51992634,-0.10945263,"[51.529, -0.1255]"
The Pregnant Man,Camden,Pub,Going out,51.51663164398482,-0.11229121491743645,"[51.529, -0.1255]"
Dose Espresso,City of London,Coffee Shop,Eating out,51.51955256686316,-0.09940568990321098,"[51.5155, -0.0922]"
Cittie of Yorke,Camden,Pub,Going out,51.51862020527331,-0.11259924995358635,"[51.529, -0.1255]"
Chanel,Westminster,Boutique,Shopping,51.51233024608232,-0.12261211586913179,"[51.4973, -0.1372]"
Ben's Cookies,Westminster,Dessert Shop,Shopping,51.51215635708501,-0.12243603555357467,"[51.4973, -0.1372]"
The Rookery Hotel,Islington,Hotel,Other,51.520094284456896,-0.10246411215579364,"[51.5416, -0.1022]"
Museum of London,City of London,History Museum,Entertainment,51.518019,-0.09606,"[51.5155, -0.0922]"
Ask For Janice,City of London,Modern European Restaurant,Eating out,51.5191279178009,-0.10037390033325926,"[51.5155, -0.0922]"
eatviet,City of London,Vietnamese Restaurant,Eating out,51.517819693650445,-0.10510542777741909,"[51.5155, -0.0922]"
Crosstown Doughnuts,Camden,Donut Shop,Shopping,51.52045356185287,-0.10939528899421848,"[51.529, -0.1255]"
Gray's Inn Gardens,Camden,Garden,Green spaces,51.520335040836784,-0.1138905874180336,"[51.529, -0.1255]"
Ye Olde Cheshire Cheese,City of London,Pub,Going out,51.51450483055577,-0.10715305052946843,"[51.5155, -0.0922]"
Humble Grape,City of London,Wine Bar,Going out,51.513482567091025,-0.10565818189642613,"[51.5155, -0.0922]"
Assenheim 56,City of London,South American Restaurant,Eating out,51.51350724450921,-0.10275160169272117,"[51.5155, -0.0922]"
Falafel,City of London,Falafel Restaurant,Eating out,51.513237443617705,-0.10147347513020413,"[51.5155, -0.0922]"
Turbine Hall,Southwark,Art Museum,Entertainment,51.50781286613509,-0.09945448753074253,"[51.5035, -0.0804]"
The Wren,City of London,Coffee Shop,Eating out,51.51204901406224,-0.0967987358657121,"[51.5155, -0.0922]"
Tibits Bankside,Southwark,Vegetarian / Vegan Restaurant,Eating out,51.50625444823699,-0.10171774700810071,"[51.5035, -0.0804]"
Hilton,Southwark,Hotel,Other,51.50555250441724,-0.10111210137711868,"[51.5035, -0.0804]"
The Craft Beer Co.,Camden,Beer Bar,Going out,51.52126542661687,-0.10980116958197236,"[51.529, -0.1255]"
Attendant,Camden,Coffee Shop,Eating out,51.521294,-0.10985,"[51.529, -0.1255]"
The Zetter Townhouse,Islington,Hotel,Other,51.52284911748324,-0.10365836450009992,"[51.5416, -0.1022]"
Jerusalem Tavern,Islington,Pub,Going out,51.52173501229719,-0.10416997820225987,"[51.5416, -0.1022]"
BrewDog Clerkenwell,Islington,Beer Bar,Going out,51.522401,-0.103835,"[51.5416, -0.1022]"
Wop,Camden,Food Truck,Eating out,51.52177602005647,-0.11013042047375923,"[51.529, -0.1255]"
Paul Smith,Westminster,Clothing Store,Shopping,51.5127460997744,-0.12392436938608406,"[51.4973, -0.1372]"
Luca,Islington,Italian Restaurant,Eating out,51.52201700365653,-0.10170250946216734,"[51.5416, -0.1022]"
Sushi Tetsu,Islington,Sushi Restaurant,Eating out,51.52334803901865,-0.10401516642254431,"[51.5416, -0.1022]"
Terroni of Clerkenwell,Camden,Deli / Bodega,Groceries,51.522019850341245,-0.10935625691797378,"[51.529, -0.1255]"
iMakr,Camden,Electronics Store,Shopping,51.522049725853364,-0.1088168341562363,"[51.529, -0.1255]"
Granger & Co.,Islington,Breakfast Spot,Eating out,51.52350418199148,-0.10462934946028138,"[51.5416, -0.1022]"
Banh Mi Bay,Camden,Vietnamese Restaurant,Eating out,51.521429646199095,-0.11373234882223737,"[51.529, -0.1255]"
Crussh,City of London,Juice Bar,Going out,51.51459779991327,-0.10444210466462582,"[51.5155, -0.0922]"
Twinings,Westminster,Tea Room,Eating out,51.51342058021976,-0.11295487718369175,"[51.4973, -0.1372]"
Mangio,City of London,Italian Restaurant,Eating out,51.51252378066168,-0.09829163765233369,"[51.5155, -0.0922]"
Warner Bros Screening Rooms,Camden,Office,Other,51.520103641907696,-0.11895600189531841,"[51.529, -0.1255]"
The Rosebery,Camden,Hotel,Other,51.52347346960606,-0.11125399315483113,"[51.529, -0.1255]"
Noble Rot,Camden,Wine Bar,Going out,51.521879770610425,-0.11859634989517259,"[51.529, -0.1255]"
GReat,Islington,Souvlaki Shop,Shopping,51.52477710405427,-0.11033643363325675,"[51.5416, -0.1022]"
Persephone Books,Camden,Bookstore,Shopping,51.52215606780728,-0.11865989996191674,"[51.529, -0.1255]"
Quality Chop House,Islington,Steakhouse,Eating out,51.524743857875976,-0.11026961013430682,"[51.5416, -0.1022]"
The Espresso Room,Camden,Coffee Shop,Eating out,51.52191,-0.119774714,"[51.529, -0.1255]"
Exmouth Market,Islington,Market,Groceries,51.52553407047486,-0.1097207884654533,"[51.5416, -0.1022]"
Aesop,Westminster,Cosmetics Shop,Shopping,51.51176267795972,-0.12426673856766432,"[51.4973, -0.1372]"
Dr. Martens,Camden,Shoe Store,Shopping,51.513746690739524,-0.12486914389241684,"[51.529, -0.1255]"
Mail Rail,Camden,Theme Park Ride / Attraction,Green spaces,51.52472577186193,-0.11363983154296875,"[51.529, -0.1255]"
Pineapple Dance Studios,Camden,Dance Studio,Health and Sports,51.51340828745767,-0.12529016729606288,"[51.529, -0.1255]"
The Postal Museum,Camden,History Museum,Entertainment,51.52485260588665,-0.1138853688278883,"[51.529, -0.1255]"
Quality Wines,Islington,Wine Shop,Shopping,51.524652,-0.109905,"[51.5416, -0.1022]"
Berber & Q Shawarma Bar,Islington,Middle Eastern Restaurant,Eating out,51.525978,-0.108703,"[51.5416, -0.1022]"
Homeslice,Camden,Pizza Place,Eating out,51.514528749695046,-0.12647486836273653,"[51.529, -0.1255]"
Morito,Islington,Tapas Restaurant,Eating out,51.525791,-0.109069,"[51.5416, -0.1022]"
Briki,Islington,Coffee Shop,Eating out,51.526369,-0.108318,"[51.5416, -0.1022]"
London Review Cake Shop,Camden,Café,Eating out,51.518679565550414,-0.12432912616042971,"[51.529, -0.1255]"
Curzon Bloomsbury,Camden,Movie Theater,Entertainment,51.52412034634927,-0.12300238522495448,"[51.529, -0.1255]"
Hawksmoor Seven Dials,Camden,Steakhouse,Eating out,51.51344656838814,-0.12587875127792358,"[51.529, -0.1255]"
Dragonfly,Islington,Vietnamese Restaurant,Eating out,51.524617203088816,-0.10281900716930371,"[51.5416, -0.1022]"
Fitz's,Camden,Cocktail Bar,Going out,51.52243036883981,-0.12524308628612824,"[51.529, -0.1255]"
Santore,Islington,Pizza Place,Eating out,51.526238,-0.108575,"[51.5416, -0.1022]"
Montague on the Gardens,Camden,Hotel,Other,51.52008610606201,-0.12573264344326288,"[51.529, -0.1255]"
Gay's The Word,Camden,Bookstore,Shopping,51.525385528759635,-0.12536873975061122,"[51.529, -0.1255]"
Pitted Olive,Camden,Turkish Restaurant,Eating out,51.52636858751076,-0.12562325774893196,"[51.529, -0.1255]"
Fabrique,Westminster,Bakery,Groceries,51.51352,-0.128575,"[51.4973, -0.1372]"
Patisserie Deux Amis,Camden,Coffee Shop,Eating out,51.52679820404519,-0.12418884713252734,"[51.529, -0.1255]"
Store St Espresso,Camden,Coffee Shop,Eating out,51.525658,-0.125075,"[51.529, -0.1255]"
Otto's French Restaurant,Camden,French Restaurant,Eating out,51.52286668054787,-0.11429820215742446,"[51.529, -0.1255]"
The Eagle,Islington,Pub,Going out,51.52413563920735,-0.10955063039758461,"[51.5416, -0.1022]"
Pizza Sophia,Camden,Pizza Place,Eating out,51.52576524466053,-0.1252588985551932,"[51.529, -0.1255]"
Lever & Bloom Coffee,Camden,Coffee Shop,Eating out,51.523333758515356,-0.13107564189231216,"[51.529, -0.1255]"
Aux Pains de Papy,Camden,Bakery,Groceries,51.52934,-0.12030311,"[51.529, -0.1255]"
St George's Gardens,Camden,Garden,Green spaces,51.52585031115929,-0.12161215397825151,"[51.529, -0.1255]"
Waitrose & Partners,Camden,Supermarket,Groceries,51.525,-0.124116,"[51.529, -0.1255]"
Tavistock Square,Camden,Park,Green spaces,51.52500613080135,-0.12906789779663086,"[51.529, -0.1255]"
Waterstones,Camden,Bookstore,Shopping,51.52258228648432,-0.13242574799823956,"[51.529, -0.1255]"
Half Cup,Camden,Café,Eating out,51.52783791250915,-0.12495133730118925,"[51.529, -0.1255]"
Harry Potter and the Cursed Child - Parts One and Two,Westminster,General Entertainment,Entertainment,51.513172602358274,-0.12936803068658387,"[51.4973, -0.1372]"
Barry's Bootcamp,Camden,Gym / Fitness Center,Health and Sports,51.527075,-0.131056,"[51.529, -0.1255]"
